sp,site,median.coeff,ind95,ind80,cont,rls,mass,class,guild,sitesp,nyears,ActivityCycle,AdultBodyMass_g,DietBreadth,LitterSize,TrophicLevel,GR_Area_km2,Category,T75_Loss_SampleArea_Ha,T75_Loss_SampleArea_Pct,T75_Loss_SampleArea_Ha_Round,T75_Loss_SampleArea_Pct_Round,T75_Loss_ZOI_Ha,T75_Loss_ZOI_Pct,T75_Loss_ZOI_Ha_Round,T75_Loss_ZOI_Pct_Round,protection,poaching
Myrmecophaga tridactyla,COU,-0.615716697,stable,decreasing,LA,VU,22333,MAMMALIA,Insectivore,Myrmecophaga tridactyla.Cocha Cashu - Manu National Park,3,2,29531.83,1,1,3,12447513.64,I,34.61373067,0.181295054,35,0.18,742.4518385,0.202238964,742,0.2,1,1
Myrmecophaga tridactyla,MAN,0.552347834,stable,stable,LA,VU,22333,MAMMALIA,Insectivore,Myrmecophaga tridactyla.Manaus,2,2,29531.83,1,1,3,12447513.64,II,20.34772221,0.062223552,20,0.06,17285.26535,2.008703657,17285,2.01,3,2
Myrmecophaga tridactyla,YAN,4.52E-16,stable,stable,LA,VU,22333,MAMMALIA,Insectivore,Myrmecophaga tridactyla.Yanachaga Chimillͩn National Park,3,2,29531.83,1,1,3,12447513.64,I,9.406312988,0.055820581,9,0.06,11504.1431,3.502176894,11504,3.5,1,1
Myrmecophaga tridactyla,YAS,0.200833503,stable,stable,LA,VU,22333,MAMMALIA,Insectivore,Myrmecophaga tridactyla.Yasuni,3,2,29531.83,1,1,3,12447513.64,I,25.91068023,0.118947127,26,0.12,13861.36767,2.14253765,13861,2.14,3,4
Nandinia binotata,BIF,1.28E-16,stable,stable,AF,LC,2000,MAMMALIA,Omnivore,Nandinia binotata.Bwindi Impenetrable Forest,4,1,2167.2,2,1.84,1,5977079.52,III,66.63555231,0.299825806,67,0.3,3599.632613,4.707070082,3600,4.71,2,3
Nandinia binotata,KRP,1.239690887,stable,stable,AF,LC,2000,MAMMALIA,Omnivore,Nandinia binotata.Korup National Park,2,1,2167.2,2,1.84,1,5977079.52,II,7.810106716,0.123125996,8,0.12,98.65940566,0.087478738,99,0.09,3,5
Nandinia binotata,NNN,-0.425039756,stable,stable,AF,LC,2000,MAMMALIA,Omnivore,Nandinia binotata.Nouabalͩ Ndoki,4,1,2167.2,2,1.84,1,5977079.52,I,16.24050489,0.073698374,16,0.07,276.1743544,0.120274931,276,0.12,2,1
Nandinia binotata,UDZ,0.279850205,increasing,increasing,AF,LC,2000,MAMMALIA,Omnivore,Nandinia binotata.Udzungwa,5,1,2167.2,2,1.84,1,5977079.52,II,134.345486,1.408179054,134,1.41,21094.56073,9.92314925,21095,9.92,1,3
Nasua narica,BCI,-0.671406481,stable,decreasing,LA,LC,4030,MAMMALIA,Omnivore,Nasua narica.Barro Colorado Nature Monument - Soberania National Park,4,2,4578.43,6,4,2,2329129.95,II/III,88.16360246,0.470960021,88,0.47,8506.658034,2.953168688,8507,2.95,2,3.5
Nasua narica,VB,-0.120192597,stable,stable,LA,LC,4030,MAMMALIA,Omnivore,Nasua narica.Volc͍n Barva,7,2,4578.43,6,4,2,2329129.95,III,35.26820071,0.17330165,35,0.17,21659.47616,3.772207119,21659,3.77,2,3.5
Nasua nasua,BCI,0.423216072,stable,stable,LA,LC,3794,MAMMALIA,Omnivore,Nasua nasua.Barro Colorado Nature Monument - Soberania National Park,4,3,3775.5,6,3.69,2,10694990.22,II/III,88.16360246,0.470960021,88,0.47,8506.658034,2.953168688,8507,2.95,2,3.5
Nasua nasua,CAX,-0.035068706,stable,stable,LA,LC,3794,MAMMALIA,Omnivore,Nasua nasua.Caxiuanͣ,3,3,3775.5,6,3.69,2,10694990.22,I,23.70175611,0.106911536,24,0.11,1329.915313,0.464138634,1330,0.46,1,2
Nasua nasua,CSN,-0.234279031,stable,stable,LA,LC,3794,MAMMALIA,Omnivore,Nasua nasua.Central Suriname Nature Reserve,5,3,3775.5,6,3.69,2,10694990.22,I,18.10520304,0.08154814,18,0.08,459.6538584,0.091397385,460,0.09,3,5
Nasua nasua,COU,-0.479836728,stable,decreasing,LA,LC,3794,MAMMALIA,Omnivore,Nasua nasua.Cocha Cashu - Manu National Park,3,3,3775.5,6,3.69,2,10694990.22,I,34.61373067,0.181295054,35,0.18,742.4518385,0.202238964,742,0.2,1,1
Nasua nasua,MAN,-1.438480114,decreasing,decreasing,LA,LC,3794,MAMMALIA,Omnivore,Nasua nasua.Manaus,2,3,3775.5,6,3.69,2,10694990.22,II,20.34772221,0.062223552,20,0.06,17285.26535,2.008703657,17285,2.01,3,2
Nasua nasua,YAN,0.065081312,stable,stable,LA,LC,3794,MAMMALIA,Omnivore,Nasua nasua.Yanachaga Chimillͩn National Park,3,3,3775.5,6,3.69,2,10694990.22,I,9.406312988,0.055820581,9,0.06,11504.1431,3.502176894,11504,3.5,1,1
Nasua nasua,YAS,0.192203355,stable,stable,LA,LC,3794,MAMMALIA,Omnivore,Nasua nasua.Yasuni,3,3,3775.5,6,3.69,2,10694990.22,I,25.91068023,0.118947127,26,0.12,13861.36767,2.14253765,13861,2.14,3,4
Neofelis nebulosa,BBS,-0.426880056,stable,stable,AS,VU,19852,MAMMALIA,Carnivore,Neofelis nebulosa.Bukit Barisan,4,2,14945.05,1,2.25,3,2913590.85,II,401.804668,2.033837674,402,2.03,18940.86683,5.129292085,18941,5.13,2,3
Neofelis nebulosa,PSH,0.658483545,stable,stable,AS,VU,19852,MAMMALIA,Carnivore,Neofelis nebulosa.Pasoh Forest Reserve,3,2,14945.05,1,2.25,3,2913590.85,III,8048.884992,34.46749471,8049,34.47,82326.99625,37.92810111,82327,37.93,3,4
Neomorphus geoffroyi,BCI,-0.575804054,decreasing,decreasing,LA,LC,350,AVES,Omnivore,Neomorphus geoffroyi.Barro Colorado Nature Monument - Soberania National Park,4,NA,NA,NA,NA,NA,NA,II/III,88.16360246,0.470960021,88,0.47,8506.658034,2.953168688,8507,2.95,2,3.5
Neomorphus geoffroyi,COU,0.658483545,stable,increasing,LA,LC,350,AVES,Omnivore,Neomorphus geoffroyi.Cocha Cashu - Manu National Park,3,NA,NA,NA,NA,NA,NA,I,34.61373067,0.181295054,35,0.18,742.4518385,0.202238964,742,0.2,1,1
Neomorphus geoffroyi,YAN,3.70E-16,stable,stable,LA,LC,350,AVES,Omnivore,Neomorphus geoffroyi.Yanachaga Chimillͩn National Park,3,NA,NA,NA,NA,NA,NA,I,9.406312988,0.055820581,9,0.06,11504.1431,3.502176894,11504,3.5,1,1
Neomorphus geoffroyi,YAS,1.93E-16,stable,stable,LA,LC,350,AVES,Omnivore,Neomorphus geoffroyi.Yasuni,3,NA,NA,NA,NA,NA,NA,I,25.91068023,0.118947127,26,0.12,13861.36767,2.14253765,13861,2.14,3,4
Nesomys rufus,RNF,-0.681828454,decreasing,decreasing,AF,LC,163,MAMMALIA,Herbivore,Nesomys rufus.Ranomafana,3,2,163.96,2,NA,1,65566.48,III,49.44455469,0.352613898,49,0.35,6935.974391,7.854582763,6936,7.85,2,3
Nesotragus moschatus,UDZ,0.060517034,stable,increasing,AF,LC,6499,MAMMALIA,Herbivore,Nesotragus moschatus.Udzungwa,5,2,5639.01,5,1,1,1612115.59,II,134.345486,1.408179054,134,1.41,21094.56073,9.92314925,21095,9.92,1,3
Nothocercus bonapartei,VB,0.162688887,stable,stable,LA,LC,925,AVES,Omnivore,Nothocercus bonapartei.Volc͍n Barva,7,NA,NA,NA,NA,NA,NA,III,35.26820071,0.17330165,35,0.17,21659.47616,3.772207119,21659,3.77,2,3.5
Nothocrax urumutum,YAS,-0.090317991,stable,stable,LA,LC,1700,AVES,,Nothocrax urumutum.Yasuni,3,NA,NA,NA,NA,NA,NA,I,25.91068023,0.118947127,26,0.12,13861.36767,2.14253765,13861,2.14,3,4
Numida meleagris,RNF,0.392891191,stable,stable,AF,LC,1375,AVES,Omnivore,Numida meleagris.Ranomafana,3,NA,NA,NA,NA,NA,NA,III,49.44455469,0.352613898,49,0.35,6935.974391,7.854582763,6936,7.85,2,3
Odocoileus virginianus,BCI,0.042149937,stable,stable,LA,LC,55509,MAMMALIA,Herbivore,Odocoileus virginianus.Barro Colorado Nature Monument - Soberania National Park,4,2,75901.25,4,1.57,1,14446002.22,II/III,88.16360246,0.470960021,88,0.47,8506.658034,2.953168688,8507,2.95,2,3.5
Odocoileus virginianus,CSN,-0.102143499,stable,stable,LA,LC,55509,MAMMALIA,Herbivore,Odocoileus virginianus.Central Suriname Nature Reserve,5,2,75901.25,4,1.57,1,14446002.22,I,18.10520304,0.08154814,18,0.08,459.6538584,0.091397385,460,0.09,3,5
Odocoileus virginianus,VB,0.410677705,stable,increasing,LA,LC,55509,MAMMALIA,Herbivore,Odocoileus virginianus.Volc͍n Barva,7,2,75901.25,4,1.57,1,14446002.22,III,35.26820071,0.17330165,35,0.17,21659.47616,3.772207119,21659,3.77,2,3.5
Odontophorus gujanensis,BCI,-0.425039756,stable,stable,LA,NT,280,AVES,Omnivore,Odontophorus gujanensis.Barro Colorado Nature Monument - Soberania National Park,4,NA,NA,NA,NA,NA,NA,II/III,88.16360246,0.470960021,88,0.47,8506.658034,2.953168688,8507,2.95,2,3.5
Odontophorus gujanensis,CSN,-0.818657546,decreasing,decreasing,LA,NT,280,AVES,Omnivore,Odontophorus gujanensis.Central Suriname Nature Reserve,5,NA,NA,NA,NA,NA,NA,I,18.10520304,0.08154814,18,0.08,459.6538584,0.091397385,460,0.09,3,5
Odontophorus gujanensis,MAN,22.7312816,stable,stable,LA,NT,280,AVES,Omnivore,Odontophorus gujanensis.Manaus,2,NA,NA,NA,NA,NA,NA,II,20.34772221,0.062223552,20,0.06,17285.26535,2.008703657,17285,2.01,3,2
Odontophorus gujanensis,YAS,-7.37E-17,stable,stable,LA,NT,280,AVES,Omnivore,Odontophorus gujanensis.Yasuni,3,NA,NA,NA,NA,NA,NA,I,25.91068023,0.118947127,26,0.12,13861.36767,2.14253765,13861,2.14,3,4
Odontophorus leucolaemus,VB,-0.084425988,stable,stable,LA,LC,275,AVES,Omnivore,Odontophorus leucolaemus.Volc͍n Barva,7,NA,NA,NA,NA,NA,NA,III,35.26820071,0.17330165,35,0.17,21659.47616,3.772207119,21659,3.77,2,3.5
Odontophorus stellatus,COU,0.264713926,stable,stable,LA,LC,295,AVES,Omnivore,Odontophorus stellatus.Cocha Cashu - Manu National Park,3,NA,NA,NA,NA,NA,NA,I,34.61373067,0.181295054,35,0.18,742.4518385,0.202238964,742,0.2,1,1
Orycteropus afer,NNN,0.104653034,stable,stable,AF,LC,52350,MAMMALIA,Insectivore,Orycteropus afer.Nouabalͩ Ndoki,4,1,56175.2,1,1.1,3,18035652.33,I,16.24050489,0.073698374,16,0.07,276.1743544,0.120274931,276,0.12,2,1
Paguma larvata,BBS,-0.168206634,stable,stable,AS,LC,4300,MAMMALIA,Insectivore,Paguma larvata.Bukit Barisan,4,1,4300,6,2.16,2,5422715.54,II,401.804668,2.033837674,402,2.03,18940.86683,5.129292085,18941,5.13,2,3
Paguma larvata,PSH,3.44E-16,stable,stable,AS,LC,4300,MAMMALIA,Insectivore,Paguma larvata.Pasoh Forest Reserve,3,1,4300,6,2.16,2,5422715.54,III,8048.884992,34.46749471,8049,34.47,82326.99625,37.92810111,82327,37.93,3,4
Pan troglodytes,BIF,0.047417658,stable,stable,AF,EN,45000,MAMMALIA,Omnivore,Pan troglodytes.Bwindi Impenetrable Forest,4,3,45000,6,1.05,2,1898947.6,III,66.63555231,0.299825806,67,0.3,3599.632613,4.707070082,3600,4.71,2,3
Pan troglodytes,NNN,-0.36382287,decreasing,decreasing,AF,EN,45000,MAMMALIA,Omnivore,Pan troglodytes.Nouabalͩ Ndoki,4,3,45000,6,1.05,2,1898947.6,I,16.24050489,0.073698374,16,0.07,276.1743544,0.120274931,276,0.12,2,1
Panthera onca,CAX,-0.035895528,stable,stable,LA,NT,1.00E+05,MAMMALIA,Carnivore,Panthera onca.Caxiuanͣ,3,2,83943.09,1,1.96,3,10500825.25,I,23.70175611,0.106911536,24,0.11,1329.915313,0.464138634,1330,0.46,1,2
Panthera onca,CSN,-0.195160887,stable,stable,LA,NT,1.00E+05,MAMMALIA,Carnivore,Panthera onca.Central Suriname Nature Reserve,5,2,83943.09,1,1.96,3,10500825.25,I,18.10520304,0.08154814,18,0.08,459.6538584,0.091397385,460,0.09,3,5
Panthera onca,COU,-0.072771844,stable,stable,LA,NT,1.00E+05,MAMMALIA,Carnivore,Panthera onca.Cocha Cashu - Manu National Park,3,2,83943.09,1,1.96,3,10500825.25,I,34.61373067,0.181295054,35,0.18,742.4518385,0.202238964,742,0.2,1,1
Panthera onca,MAN,0.767255153,stable,stable,LA,NT,1.00E+05,MAMMALIA,Carnivore,Panthera onca.Manaus,2,2,83943.09,1,1.96,3,10500825.25,II,20.34772221,0.062223552,20,0.06,17285.26535,2.008703657,17285,2.01,3,2
Panthera onca,VB,0.227066398,stable,stable,LA,NT,1.00E+05,MAMMALIA,Carnivore,Panthera onca.Volc͍n Barva,7,2,83943.09,1,1.96,3,10500825.25,III,35.26820071,0.17330165,35,0.17,21659.47616,3.772207119,21659,3.77,2,3.5
Panthera onca,YAN,0.540480498,stable,increasing,LA,NT,1.00E+05,MAMMALIA,Carnivore,Panthera onca.Yanachaga Chimillͩn National Park,3,2,83943.09,1,1.96,3,10500825.25,I,9.406312988,0.055820581,9,0.06,11504.1431,3.502176894,11504,3.5,1,1
Panthera onca,YAS,0.176259517,stable,stable,LA,NT,1.00E+05,MAMMALIA,Carnivore,Panthera onca.Yasuni,3,2,83943.09,1,1.96,3,10500825.25,I,25.91068023,0.118947127,26,0.12,13861.36767,2.14253765,13861,2.14,3,4
Panthera pardus,NNN,-0.14047471,stable,stable,AF,NT,55615,MAMMALIA,Carnivore,Panthera pardus.Nouabalͩ Ndoki,4,2,52399.99,1,2.14,3,29348601.36,I,16.24050489,0.073698374,16,0.07,276.1743544,0.120274931,276,0.12,2,1
Panthera pardus,PSH,-0.843476913,stable,stable,AS,NT,55615,MAMMALIA,Carnivore,Panthera pardus.Pasoh Forest Reserve,3,2,52399.99,1,2.14,3,29348601.36,III,8048.884992,34.46749471,8049,34.47,82326.99625,37.92810111,82327,37.93,3,4
Panthera pardus,UDZ,-1.14E-16,stable,stable,AF,NT,55615,MAMMALIA,Carnivore,Panthera pardus.Udzungwa,5,2,52399.99,1,2.14,3,29348601.36,II,134.345486,1.408179054,134,1.41,21094.56073,9.92314925,21095,9.92,1,3
Panthera tigris,BBS,0.068668749,stable,stable,AS,EN,162564,MAMMALIA,Carnivore,Panthera tigris.Bukit Barisan,4,1,161914.66,1,2.6,3,2494993.45,II,401.804668,2.033837674,402,2.03,18940.86683,5.129292085,18941,5.13,2,3
Papio anubis,BIF,-0.129917338,stable,decreasing,AF,LC,21250,MAMMALIA,Omnivore,Papio anubis.Bwindi Impenetrable Forest,4,3,17728.56,NA,1.01,NA,5597000.95,III,66.63555231,0.299825806,67,0.3,3599.632613,4.707070082,3600,4.71,2,3
Papio cynocephalus,UDZ,-0.323578016,stable,stable,AF,LC,18400,MAMMALIA,Omnivore,Papio cynocephalus.Udzungwa,5,3,15822.15,2,1.01,1,3953480.36,II,134.345486,1.408179054,134,1.41,21094.56073,9.92314925,21095,9.92,1,3
Paradoxurus hermaphroditus,NAK,0.076041419,stable,stable,AS,LC,3200,MAMMALIA,Omnivore,Paradoxurus hermaphroditus.Nam Kading,4,1,3200,6,3.29,2,7074837.93,III,30.30208567,0.137295898,30,0.14,85641.82747,9.830994328,85642,9.83,2,5
Paraxerus vexillarius,UDZ,-0.07392028,stable,decreasing,AF,NT,675,MAMMALIA,Herbivore,Paraxerus vexillarius.Udzungwa,5,NA,675,NA,NA,NA,8466.8,II,134.345486,1.408179054,134,1.41,21094.56073,9.92314925,21095,9.92,1,3
Pardofelis marmorata,BBS,-0.13571061,stable,stable,AS,VU,2459,MAMMALIA,Carnivore,Pardofelis marmorata.Bukit Barisan,4,1,2826.68,1,2,3,2298300.89,II,401.804668,2.033837674,402,2.03,18940.86683,5.129292085,18941,5.13,2,3
Pardofelis marmorata,NAK,-0.354204394,stable,stable,AS,VU,2459,MAMMALIA,Carnivore,Pardofelis marmorata.Nam Kading,4,1,2826.68,1,2,3,2298300.89,III,30.30208567,0.137295898,30,0.14,85641.82747,9.830994328,85642,9.83,2,5
Pardofelis marmorata,PSH,0.658483545,stable,stable,AS,VU,2459,MAMMALIA,Carnivore,Pardofelis marmorata.Pasoh Forest Reserve,3,1,2826.68,1,2,3,2298300.89,III,8048.884992,34.46749471,8049,34.47,82326.99625,37.92810111,82327,37.93,3,4
Pardofelis temminckii,BBS,-0.23424609,stable,stable,AS,NT,12500,MAMMALIA,Carnivore,Pardofelis temminckii.Bukit Barisan,4,NA,NA,NA,NA,NA,NA,II,401.804668,2.033837674,402,2.03,18940.86683,5.129292085,18941,5.13,2,3
Pardofelis temminckii,NAK,0.13571061,stable,stable,AS,NT,12500,MAMMALIA,Carnivore,Pardofelis temminckii.Nam Kading,4,NA,NA,NA,NA,NA,NA,III,30.30208567,0.137295898,30,0.14,85641.82747,9.830994328,85642,9.83,2,5
Pardofelis temminckii,PSH,1.93E-16,stable,stable,AS,NT,12500,MAMMALIA,Carnivore,Pardofelis temminckii.Pasoh Forest Reserve,3,NA,NA,NA,NA,NA,NA,III,8048.884992,34.46749471,8049,34.47,82326.99625,37.92810111,82327,37.93,3,4
Pecari tajacu,BCI,-0.052220873,stable,stable,LA,LC,21267,MAMMALIA,Omnivore,Pecari tajacu.Barro Colorado Nature Monument - Soberania National Park,4,2,21133.69,5,1.56,1,15771441.38,II/III,88.16360246,0.470960021,88,0.47,8506.658034,2.953168688,8507,2.95,2,3.5
Pecari tajacu,CAX,0.113114911,stable,stable,LA,LC,21267,MAMMALIA,Omnivore,Pecari tajacu.Caxiuanͣ,3,2,21133.69,5,1.56,1,15771441.38,I,23.70175611,0.106911536,24,0.11,1329.915313,0.464138634,1330,0.46,1,2
Pecari tajacu,CSN,-0.276848427,decreasing,decreasing,LA,LC,21267,MAMMALIA,Omnivore,Pecari tajacu.Central Suriname Nature Reserve,5,2,21133.69,5,1.56,1,15771441.38,I,18.10520304,0.08154814,18,0.08,459.6538584,0.091397385,460,0.09,3,5
Pecari tajacu,COU,1.090261483,increasing,increasing,LA,LC,21267,MAMMALIA,Omnivore,Pecari tajacu.Cocha Cashu - Manu National Park,3,2,21133.69,5,1.56,1,15771441.38,I,34.61373067,0.181295054,35,0.18,742.4518385,0.202238964,742,0.2,1,1
Pecari tajacu,MAN,-1.49E-15,stable,stable,LA,LC,21267,MAMMALIA,Omnivore,Pecari tajacu.Manaus,2,2,21133.69,5,1.56,1,15771441.38,II,20.34772221,0.062223552,20,0.06,17285.26535,2.008703657,17285,2.01,3,2
Pecari tajacu,VB,0.114382504,increasing,increasing,LA,LC,21267,MAMMALIA,Omnivore,Pecari tajacu.Volc͍n Barva,7,2,21133.69,5,1.56,1,15771441.38,III,35.26820071,0.17330165,35,0.17,21659.47616,3.772207119,21659,3.77,2,3.5
Pecari tajacu,YAN,-0.351784521,stable,stable,LA,LC,21267,MAMMALIA,Omnivore,Pecari tajacu.Yanachaga Chimillͩn National Park,3,2,21133.69,5,1.56,1,15771441.38,I,9.406312988,0.055820581,9,0.06,11504.1431,3.502176894,11504,3.5,1,1
Pecari tajacu,YAS,-0.255326003,stable,stable,LA,LC,21267,MAMMALIA,Omnivore,Pecari tajacu.Yasuni,3,2,21133.69,5,1.56,1,15771441.38,I,25.91068023,0.118947127,26,0.12,13861.36767,2.14253765,13861,2.14,3,4
Penelope jacquacu,CSN,-0.69569693,decreasing,decreasing,LA,LC,1460,AVES,Herbivore,Penelope jacquacu.Central Suriname Nature Reserve,5,NA,NA,NA,NA,NA,NA,I,18.10520304,0.08154814,18,0.08,459.6538584,0.091397385,460,0.09,3,5
Penelope jacquacu,COU,-0.404282212,stable,stable,LA,LC,1460,AVES,Herbivore,Penelope jacquacu.Cocha Cashu - Manu National Park,3,NA,NA,NA,NA,NA,NA,I,34.61373067,0.181295054,35,0.18,742.4518385,0.202238964,742,0.2,1,1
Penelope jacquacu,YAN,0.791478246,increasing,increasing,LA,LC,1460,AVES,Herbivore,Penelope jacquacu.Yanachaga Chimillͩn National Park,3,NA,NA,NA,NA,NA,NA,I,9.406312988,0.055820581,9,0.06,11504.1431,3.502176894,11504,3.5,1,1
Penelope jacquacu,YAS,0.519095527,stable,increasing,LA,LC,1460,AVES,Herbivore,Penelope jacquacu.Yasuni,3,NA,NA,NA,NA,NA,NA,I,25.91068023,0.118947127,26,0.12,13861.36767,2.14253765,13861,2.14,3,4
Penelope pileata,CAX,1.93E-16,stable,stable,LA,VU,1260,AVES,Herbivore,Penelope pileata.Caxiuanͣ,3,NA,NA,NA,NA,NA,NA,I,23.70175611,0.106911536,24,0.11,1329.915313,0.464138634,1330,0.46,1,2
Penelope purpurascens,BCI,0,stable,stable,LA,LC,1750,AVES,Herbivore,Penelope purpurascens.Barro Colorado Nature Monument - Soberania National Park,4,NA,NA,NA,NA,NA,NA,II/III,88.16360246,0.470960021,88,0.47,8506.658034,2.953168688,8507,2.95,2,3.5
Penelope purpurascens,VB,-0.129149222,stable,stable,LA,LC,1750,AVES,Herbivore,Penelope purpurascens.Volc͍n Barva,7,NA,NA,NA,NA,NA,NA,III,35.26820071,0.17330165,35,0.17,21659.47616,3.772207119,21659,3.77,2,3.5
Penelope superciliaris,CAX,-0.862930592,stable,decreasing,LA,LC,1075,AVES,Herbivore,Penelope superciliaris.Caxiuanͣ,3,NA,NA,NA,NA,NA,NA,I,23.70175611,0.106911536,24,0.11,1329.915313,0.464138634,1330,0.46,1,2
Petrodromus tetradactylus,UDZ,0.112969683,stable,stable,AF,LC,188,MAMMALIA,Insectivore,Petrodromus tetradactylus.Udzungwa,5,2,201,6,1,2,3981194.83,II,134.345486,1.408179054,134,1.41,21094.56073,9.92314925,21095,9.92,1,3
Phataginus tricuspis,BIF,-0.13571061,stable,stable,AF,NT,1800,MAMMALIA,Insectivore,Phataginus tricuspis.Bwindi Impenetrable Forest,4,NA,NA,NA,NA,NA,NA,III,66.63555231,0.299825806,67,0.3,3599.632613,4.707070082,3600,4.71,2,3
Phataginus tricuspis,KRP,0.274753001,stable,stable,AF,NT,1800,MAMMALIA,Insectivore,Phataginus tricuspis.Korup National Park,2,NA,NA,NA,NA,NA,NA,II,7.810106716,0.123125996,8,0.12,98.65940566,0.087478738,99,0.09,3,5
Phataginus tricuspis,NNN,-0.081852097,stable,stable,AF,NT,1800,MAMMALIA,Insectivore,Phataginus tricuspis.Nouabalͩ Ndoki,4,NA,NA,NA,NA,NA,NA,I,16.24050489,0.073698374,16,0.07,276.1743544,0.120274931,276,0.12,2,1
Philander andersoni,YAS,-1.259075163,stable,stable,LA,LC,325,MAMMALIA,Omnivore,Philander andersoni.Yasuni,3,1,324.99,NA,NA,NA,NA,I,25.91068023,0.118947127,26,0.12,13861.36767,2.14253765,13861,2.14,3,4
Philander opossum,BCI,-0.1037473,stable,stable,LA,LC,421,MAMMALIA,Omnivore,Philander opossum.Barro Colorado Nature Monument - Soberania National Park,4,1,425.81,5,4.75,2,NA,II/III,88.16360246,0.470960021,88,0.47,8506.658034,2.953168688,8507,2.95,2,3.5
Philander opossum,CSN,-0.564919265,decreasing,decreasing,LA,LC,421,MAMMALIA,Omnivore,Philander opossum.Central Suriname Nature Reserve,5,1,425.81,5,4.75,2,NA,I,18.10520304,0.08154814,18,0.08,459.6538584,0.091397385,460,0.09,3,5
Philander opossum,COU,1.484745502,increasing,increasing,LA,LC,421,MAMMALIA,Omnivore,Philander opossum.Cocha Cashu - Manu National Park,3,1,425.81,5,4.75,2,NA,I,34.61373067,0.181295054,35,0.18,742.4518385,0.202238964,742,0.2,1,1
Philander opossum,MAN,-0.289780709,stable,stable,LA,LC,421,MAMMALIA,Omnivore,Philander opossum.Manaus,2,1,425.81,5,4.75,2,NA,II,20.34772221,0.062223552,20,0.06,17285.26535,2.008703657,17285,2.01,3,2
Philander opossum,VB,-0.130430184,stable,stable,LA,LC,421,MAMMALIA,Omnivore,Philander opossum.Volc͍n Barva,7,1,425.81,5,4.75,2,NA,III,35.26820071,0.17330165,35,0.17,21659.47616,3.772207119,21659,3.77,2,3.5
Philantomba monticola,KRP,0.449402811,increasing,increasing,AF,LC,4600,MAMMALIA,Herbivore,Philantomba monticola.Korup National Park,2,3,4896.05,3,0.98,2,6552145.69,II,7.810106716,0.123125996,8,0.12,98.65940566,0.087478738,99,0.09,3,5
Philantomba monticola,NNN,-22.46015066,decreasing,decreasing,AF,LC,4600,MAMMALIA,Herbivore,Philantomba monticola.Nouabalͩ Ndoki,4,3,4896.05,3,0.98,2,6552145.69,I,16.24050489,0.073698374,16,0.07,276.1743544,0.120274931,276,0.12,2,1
Picathartes oreas,KRP,-9.03E-16,stable,stable,AF,VU,225,AVES,Omnivore,Picathartes oreas.Korup National Park,2,NA,NA,NA,NA,NA,NA,II,7.810106716,0.123125996,8,0.12,98.65940566,0.087478738,99,0.09,3,5
Polyplectron bicalcaratum,NAK,-0.438284507,stable,stable,AS,LC,737,AVES,Omnivore,Polyplectron bicalcaratum.Nam Kading,4,NA,NA,NA,NA,NA,NA,III,30.30208567,0.137295898,30,0.14,85641.82747,9.830994328,85642,9.83,2,5
Potamochoerus larvatus,BIF,0.08265831,stable,stable,AF,LC,48781,MAMMALIA,Omnivore,Potamochoerus larvatus.Bwindi Impenetrable Forest,4,1,69063.79,7,2.73,2,5892226.64,III,66.63555231,0.299825806,67,0.3,3599.632613,4.707070082,3600,4.71,2,3
Potamochoerus larvatus,RNF,0.60174142,increasing,increasing,AF,LC,48781,MAMMALIA,Omnivore,Potamochoerus larvatus.Ranomafana,3,1,69063.79,7,2.73,2,5892226.64,III,49.44455469,0.352613898,49,0.35,6935.974391,7.854582763,6936,7.85,2,3
Potamochoerus larvatus,UDZ,0.040164719,stable,stable,AF,LC,48781,MAMMALIA,Omnivore,Potamochoerus larvatus.Udzungwa,5,1,69063.79,7,2.73,2,5892226.64,II,134.345486,1.408179054,134,1.41,21094.56073,9.92314925,21095,9.92,1,3
Potamochoerus porcus,KRP,0.685730583,stable,increasing,AF,LC,70000,MAMMALIA,Omnivore,Potamochoerus porcus.Korup National Park,2,2,70000.31,5,3,2,5033216.84,II,7.810106716,0.123125996,8,0.12,98.65940566,0.087478738,99,0.09,3,5
Potamochoerus porcus,NNN,0.020411081,stable,stable,AF,LC,70000,MAMMALIA,Omnivore,Potamochoerus porcus.Nouabalͩ Ndoki,4,2,70000.31,5,3,2,5033216.84,I,16.24050489,0.073698374,16,0.07,276.1743544,0.120274931,276,0.12,2,1
Presbytis siamensis,PSH,-0.392891191,stable,stable,AS,NT,6600,MAMMALIA,Herbivore,Presbytis siamensis.Pasoh Forest Reserve,3,3,5895.06,NA,NA,NA,87550.36,III,8048.884992,34.46749471,8049,34.47,82326.99625,37.92810111,82327,37.93,3,4
Priodontes maximus,CAX,0.653539336,stable,increasing,LA,VU,45360,MAMMALIA,Insectivore,Priodontes maximus.Caxiuanͣ,3,1,40641.89,2,1.5,3,10006526.45,I,23.70175611,0.106911536,24,0.11,1329.915313,0.464138634,1330,0.46,1,2
Priodontes maximus,CSN,-0.088202974,stable,stable,LA,VU,45360,MAMMALIA,Insectivore,Priodontes maximus.Central Suriname Nature Reserve,5,1,40641.89,2,1.5,3,10006526.45,I,18.10520304,0.08154814,18,0.08,459.6538584,0.091397385,460,0.09,3,5
